username,rating,review,date,thumbs_up,sentiment
Surya nur Nur,5,ok banget da ahh..👍,2025-12-06,0,positif
MEN Men,5,better than grab,2025-12-06,0,positif
Sabrina Fauzi,2,susaahhh banget dapet driver dari kemarin kemarin. padahal saya sudah siap lebih dari sejam sebelum ke tempat les tapi jadi telat gara susah dapet driver. ga hujan juga. sekalinya dapet malah yang jauh jauh. udah gitu sering dapet yang ga mau jemput.,2025-12-06,0,negatif
Stc rafa,1,customer bayar mahal d terima driver murah gila potongn nya 40% buset dah pantesan bnyak ngeluh.d apk gojek kbnyakn sampah yg GK guna update terlalu sering tp sampah ..lama lama bngkrut loh karna ulah sndiri apk maakin buruk,2025-12-06,1,negatif
Revita Ast,5,"Alhamdulillah aplikasi nya keren, sgt mudah penggunaan aplikasinya. Kalo bisa driver² juga disarankan utk ngecek kelayakan motor. Pernah naik go ride yg ada berdoa sepanjang jalan krn motor goyang²,mau di cancel si bapak sdh tua. Dan maaf juga, sekalian sampaikan ke driver goride, helm ngga hrs baru, yg penting jgn bau...mo bawa sendiri ribet, ngga pakai helm ditilang. Tengkyuu...smoga bs jd masukan.. smoga makin sukses Gojek.",2025-12-06,0,positif
avara may,4,selalu yg terbaik..the best pkoknya💯👍,2025-12-06,0,positif
hartoyo o,4,cukup bagus,2025-12-06,0,positif
Anwar Hidayat,5,sangat bermanfaat,2025-12-06,0,positif
Ghibran Elvan Pratama,1,ketika orderan bless lonjakan masih ada 300 rupiah kocak. gak humanis banget IT gojek,2025-12-06,0,negatif
Dearby Bang Bang,5,aplikasi yg pernah pak nadiem makarim bikin emang the best,2025-12-06,0,positif
Dyah,5,sangat membantu 👍,2025-12-06,0,positif
James Julian,3,"Percuma bayar waktu cepet pengantaran... hasil nya telat"" juga mending tarif biasa seperti dulu",2025-12-06,0,netral
Eko Suprapto,5,bebberqpa hari pake gosend lemot,2025-12-06,0,positif
Goesz De,5,"Driver gofood gak dapat ,batalkan susah ..",2025-12-06,0,positif
Cameron Reese,5,terima kasih untuk para driver gojek. saya sangat terbantu sekali tinggal klik aja kita bisa diantar kemana saja.,2025-12-06,0,positif
Rini Rara,5,"selalu tepat waktu, ramah",2025-12-06,0,positif
Zulia Fitriani,5,Sangat membantu sesuai yg dibutuhkan.,2025-12-06,0,positif
Asep Junaedi,1,"bising ngirim notif terus, gua delete aja",2025-12-06,0,negatif
Meyra Tasya,4,knp ga bisa top up pake BCA one klik .. biasanya langsung bisa ini udah satu BLN ga bisa2,2025-12-06,0,positif
Bekti Indriati,1,tidak teliti. barang gak sesuai orderan,2025-12-06,0,negatif
SULUNG PAMBRASTO,1,Banyak driver yang nggak bergerak kalau saya panggil.,2025-12-06,0,negatif
Rolly Satrya,1,Aplikasi apa ini.. udah masukan kode OTP.. muncul notif gangguan teknis.. padahal waktu konfirmasi Otp belum habis..,2025-12-06,0,negatif
Ayu Pratiwi,1,"saya membeli voucher di aplikasi gojek, pas mau rendem ga keluar qrisnya, udh complain lama bgt responya,baru kali ini beli voucher di aplikasi zonk,diaplikasi lain malah oke2 aja",2025-12-06,0,negatif
M Rifky,1,SANGAT MENGECEWAKAN DALAM PENILAIAN,2025-12-06,0,negatif
Ariya Fernandes,5,"kenapa tiba2 tidak bisa login , katanya, ups ada yang salah",2025-12-06,0,positif
Aka Andika,1,kurang baek apa lagi..,2025-12-06,0,negatif
Harits Ramdhani Nugraha,1,"layanan gofood nya jadi aneh, sekiranya driver nya gak ada, gak usah ada info masakan udah disiapin sama resto",2025-12-06,0,negatif
Nastiti Sigra Dewi M,1,"pesan pengantaran prioritas dengan selisih harga yang lebih tinggi tapi pelayanan sangat jauh dari cepat terlambat lebih dari 15mnt menyebabkan saya tidak bisa beraktivitas karena menunggu , BURUK SEKALI",2025-12-06,0,negatif
anak negeri,5,bagus nyaman ramah drivernya,2025-12-06,0,positif
NENA SUTA,5,"Gojek sangat berjasa buat ku yg enggak bs naik motor, dulu hanya bisa pergi dan pulang ngikutin jam operasional angkot, skrg bebas 24 jam. Semua layanan sangat berguna kecuali Go Shop yg terrible tarif nya (sebetulnya Go Shop sangat berguna juga). 🤪",2025-12-06,32,positif
Siti Fatimah,5,selalu mudah driver banyak dimana2,2025-12-06,0,positif
Deden Jalaludin,5,mantap keren,2025-12-06,0,positif
Ahmad Rizki,2,"lama lama menyesat kan, di kasih driver yang jarak nya jauh jauh,",2025-12-06,0,negatif
Jeayer GT,1,"terlalu lama mencarikan driver nya, padahal sudah memakai layanan express, sia sia aja layanan express",2025-12-06,0,negatif
Yurika Sianturi,4,bagus hanya saja pihak gojek seharusnya memperbaiki sistem maps nya karena sering sekali maps tidak jalan sementara drivernya sudah jln. itu bisa menyebabkan terjadinya cancel.. kasihan driver nya jika pesanan di batalkan hanya karena maps tidak gerak dan tidak setiap saat driver bisa bales chat karena harus bawa kendaraan... terimakasih,2025-12-06,2,positif
Zaenal Mustofa,1,"driver banyak minta censel alasan jauh ongkosan ga sesuai, ada juga yg titik jemput kejauhan..",2025-12-06,0,negatif
Zulkarnaen Iskandar,4,paylater nya belum bisa,2025-12-05,0,positif
JERDiE.GOMEZ.manado,1,"sistem NYA CURANG KITA DI MANFAAT KAN UNTUK PERUSAHAAN,sebaiknya NARIKnya mandiri saja lewat jasa lu lu tawain nomor lu ke pelanggan kalo butuh bisa chat gua,kalo misalnya tidak terambil bisa di over ke teman karena ada pelanggan juga lu",2025-12-05,0,negatif
Raafi Kamil,5,biarlah bintang yang berbicara,2025-12-05,0,positif
Pelicia Cutie,2,"dari dulu udah suka banget pake gojek, tapi ada satu hal yang bikin sebel banget, kalo pesen makanan, pencarian drivernya itu bisa sampe 1-2 jam 💔, niatnya mau beli buat sarapan jadi buat makan siang, mendingan opsi pencarian driver dibikin 10-15 menit aja, ngapain coba lama lama, mana gabisa dibatalin lg",2025-12-05,0,negatif
neta febrianti27,1,"gojek kenapa sih? saya pesen pesan goride gapernah dateng, dan selalu nunggu lama, gaperna ada driver yg nyangkut, dan saya pesen gofood malag gini juga, driver nya lama, gada driver yg ambil orderan nya, padahal saya lapar bgt, ini gimna sih, pelayanan nya buruk, driver ga oke",2025-12-05,0,negatif
rismawan wayan,1,"saya memesan makanan dan harus menunggu lama untuk mendapatkan driver, pesanan tidak bisa dibatalkan",2025-12-05,0,negatif
Evangeline Vanessa,1,minta refund gopay aja lama bgt. ud kirim email dri tgl 15 smpe skrng ga cair cair!,2025-12-05,0,negatif
Imam Nurhadi,5,banyak promo,2025-12-05,0,positif
Heni Nuraeni,5,sᴀɴɢᴀᴛ ᴍᴇᴍʙᴀɴᴛᴜ,2025-12-05,0,positif
Jelsi Dui,1,"sekiranya tidak memungkinkan untuk mendapat driver gofood harusnya konfirmasi dr awal pesanan. kasian costumer sudah menunggu lama dengan kondisi pesanan tidak bisa dibatalkan tapi ujung""nya makanan tidak diantar karena tidak ada driver. syaa sudah bbrp kalo mengalami spt ini dan kecewa",2025-12-05,0,negatif
Gilar Bagja,1,"percuma ada promo, drivernya gak mau malah dicancel",2025-12-05,0,negatif
lusi Aprilianty,5,"sengaja kasih bintang 5 supaya bisa langsung dilihat. saya baru download aplikasi gojek lalu daftar, dan saya daftar gopaypinjam. awal minjam uang lancar2 saja dan saya lunasi tepat waktu. lalu saya mengajukan pinjaman lagi ke gopaypinjam,lalu disetujui. nah sekarang tagihan saya sudah saya lunasi yg jatuh tempo pada tgl 18 Desember 2025 kalo tidak salah. setelah saya lunasi dan saya mau mengajukan pinjaman lagi di TOLAK, kenapa ditolak ya padahal saya tidak punya riwayat telat bayar,",2025-12-05,0,positif
Hanifah Parwati,1,pembelian gofood selalu lama dapat driver harus menunggu sampai 1 1/2 jam,2025-12-05,0,negatif
Robby Kurniawan,1,"Mengecewakan. Pesan Gofood disuruh nunggu satu jam, tapi gk diproses. Minta batal di awal, tidak ada opsi pembatalan.. Maksa banget pelanggan untuk tetap beli.. ujung2nya tetap gak diproses dan dibatalin.",2025-12-05,0,negatif
Masdhar Adhe Wijaya,5,"Terimakasih Gojek, Sangat Membantu Sekali",2025-12-05,0,positif
Amelia Benita,1,"jelek, jangan adain gojek plus kalo mitra (seller) dan driver nya keberatan sama sistem gojek plus, yang rugi jadi nya pelanggan",2025-12-05,0,negatif
Inara Queen,1,"kenapa saldo gopay latter saya di blokir lagi?padahal saya tadi mau beli hp di tokopedia, tiba-tiba saldo di blokir.. gojek sekarang kenapa dikit-dikit saldo gopay latternya di blokir? makin kesini gojek bikin saya kecewa mulu karna ngga jelas",2025-12-05,0,negatif
Trisna Riswanti,1,"Sistemnya ga jelas, lelet",2025-12-05,0,negatif
mr. freak,1,udh nunggu lama nunggu gofood. malah d batalin sepihak . ngaco nih aplikasi,2025-12-05,0,negatif
fajar abdurrahman,1,"baru kali ini saya nunggu dapet driver sampe 2 jam lebih... gila kali ya, kerja lambat banget, susah cari driver",2025-12-05,0,negatif
Ryadi Axilariefan,1,susah bgt cari driver,2025-12-05,0,negatif
Jonathan Jonat,1,tlong knp tarif ya murah di cancel.tindak lanjuti biar jgn kebiasaan kpd gojek ya biar jgn cancel,2025-12-05,0,negatif
Shyaifullah,1,"makin kesini makin lama pelayanan gofood, pesan gofood bukannya cepet malah makin lama.",2025-12-05,0,negatif
mentari pagi,5,cukup memuaskan terima kasih,2025-12-05,0,positif
Mr. ZimmermAn,2,"tolong dong di optimalkan lagi. awal awal saya pakai selalu dapet driver terdekat dan cepat, sekarang kok malah selalu dapet nya yang jauh ya? biasanya saya kondisi hujan pasti selalu dapet jauh tapi lain halnya ketika kondisi tidak hujan baru baru ini dapet nya kok jauh jauh semua estimasti kadang 7-8 menit.",2025-12-05,7,negatif
d i t t t,5,driver nya ramah tamah,2025-12-05,0,positif
Ilham Fadillah,1,hati hati jangan pake gopay transfer uang dari gopay ke dana ga masuk masuk. udah ribuan orang ngalamin hal kaya gini . kalau ga percaya cek Ig gopay indonesia,2025-12-05,0,negatif
Bratazkara Delion,2,"buat driver nya overall oke semua. tapi udah 3 hari ini pencarian driver lelet banget dari pihak gojek. sampe saya selesai makan, bisa 20 menit nunggu ga dapet dapet. ga jadi berangkat saya ke tempat tujuan soalnya telat, tolong diperbaiki lagi deh.",2025-12-05,0,negatif
Andhi Mahardhika,2,"kalo hujan susah dapet driver, yang biasanya hanya 1 menit ini 1 jam lebih tidak dapet driver",2025-12-05,0,negatif
Mfakhri Ubai567,1,"saya sering pesen gocar, 200m mau sampai saya suda siap siap tapi di cancel?, tau kalo bakal di cancel mending dari tadi aja, jangan mau sampe baru cancel gajelas",2025-12-05,0,negatif
Hindami Aufar,2,"sungguh miris, setiap sedang hujan tidak ada driver yang mau ambil pesanan gosend saya, dan walaupun hujan sudah mulai reda driver juga tidak ada 1 pun yang mau ambil pesanan saya, aplikasi gojek sangat menyusahkan sekali.",2025-12-05,0,negatif
Agus Waluyo,2,"Setiap pesan gofood slalu telat, paraaaah !",2025-12-05,0,negatif
Rendi Sugara,1,"saya salah pilih di menu gofood. ketika saya sadar setelah pesan. 1 detik kemudian. tidak ada pilihan tombol batalkan pesanan. jdi terpaksa saya harus beli, itu pun chat dgn csnnya susah. tidak bisa langsung, di Batasin. aneh aplikasi ini. gak jelas",2025-12-05,37,negatif
Donny Wicaksono,5,great service,2025-12-05,0,positif
Hady Nuedha,2,"layanan gojeknya oke., layanan gofood nya yg sangat menjengkelkan, banyak voucher tapi giliran dipakai terus banyak dapat diskon malah driver nya yang gak mau ambil pesanan.",2025-12-05,0,negatif
Rayhan Ridha,2,"ngga bisa login krn lupa pin. mau reset pin jg ngga bisa karena servernya error, dan ini jg udh lama erornya, ada sebluanan. fix your goddamn server",2025-12-05,0,negatif
Gun gun Gunawan,2,banyak loading nya,2025-12-05,0,negatif
Yudi Hardiansyah,1,"1 jam lebih nunggu ga ada hasil, parah gak bisa di andelin buat waktu mepet. padahal ongkos saya pilih yang paling mahal",2025-12-05,0,negatif
Yanti Sugiyanti,1,"apaan si gojek lama2 setiap sore mau berangkt ga ada yg nyangkut,perbaiki dong",2025-12-05,0,negatif
Erika Pratiwi,1,gue gk bisa pulang cuma perkara gojek gk ada yg mau anter ke stasiun gk ada yg nyangkut sama sekali gue ga masalah kena hujan padahal jaraknya gk jauh banget gue udh lama gk pulang even gocar gk mau,2025-12-05,0,negatif
Novri Yandi,5,membantu bangget,2025-12-05,0,positif
Rizqi Indra,1,nunggu makanannnya lama banget padahal di aplikasi 30 menit lgi tpi ga sampe2,2025-12-05,0,negatif
Muhammad Alfan Al Ghifari,1,lama bgt padahal udah prioritas,2025-12-05,0,negatif
enay widya astuti,5,Sangat membantu,2025-12-05,0,positif
Ayaya Putri,1,"parah, susah banget dapet driver. udah nunggu 30 menit dapet juga. padahal surabaya kota besar lho.",2025-12-05,0,negatif
Bima Sandy,2,"kenapa sih go car nya gerimis aja pada gk mau jalan, susah banget cari nya padahal sudah order yang mahal go car prioritas",2025-12-05,0,negatif
Yehezkiel Chandra,1,"ini kusus bagi teman2 yg pd pesan gocar ya terutama,go car 90% mreka saat hujan itu malas untuk bkerja,heran lagi mreja mngeluh omasuka sdkit tpi grimis sdkit saja gk ada yg mau jalan...pdhal bnyak yg memesan!!!! perusaanku bnyak customer yg mngeluh driver2 malas pd musim hujan!!!",2025-12-05,0,negatif
agnes analisa,5,"terbantu banget, cuman masih ada yang kurang, bisa gak ya chat untuk ke penjualnya itu dibuka, JD kita bisa chat langsung ke pedagangnya supaya kita bisa mengingatkan ke penjual untuk pesanannya, karna udah beberapa kali pesan ditempat yg berbeda, pasti ada saja pesanannya yg kurang.😌. terima kasih.",2025-12-05,24,positif
Hisyam Hisyam,1,lama sekali driver,2025-12-05,0,negatif
Angel Sibatuara,1,"sangat buruk! driver terdekat sangat banyak, namun tidak ada 1 pun driver yg dapat pick up pesanan penumpang",2025-12-05,0,negatif
Yuli Yanti,1,gangguan terusga bisa login dan TDK bisa benerin akun,2025-12-05,0,negatif
Adly Marfin,1,sinyal bagus tapi pas di aplikasi jadi lag,2025-12-05,0,negatif
Sue Khing,5,"gojek sangat praktis, begitu lapar buka aplikasi semua makanan tersedia begitu juga transportasi ojek kemana aja, jam berapa pun kita perlu selalu on the road good job",2025-12-05,0,positif
Cassandra Etania,1,"Rintik sedikit aja, gak ada gojek di Kuningan",2025-12-05,0,negatif
Kaerul Abidin,5,sangat cepat sampai ke lokasi tujuan,2025-12-05,0,positif
Fauzan Rabbani,1,sulit driver kalau hujan,2025-12-05,0,negatif
Edy Syamsuri,5,murah meriah dan driver nya ramah sangat serta nyaman,2025-12-05,0,positif
Rilla Maria Ulfah,4,"gak kira2 penambahan tarif nya dg rute yg sama cm 31 rb skrg jd 51 rb ! hujan aja blm, br petir doang ini app tau aja malak costumer.. sorry d kudu bayar segini dg rute yg sama",2025-12-05,0,positif
Bangso Situmorang,5,harga selalu terjangkau....dan pengemudi jg oke punya,2025-12-05,0,positif
Apang Aza,5,"sagat membantu, terimakasih ya",2025-12-05,0,positif
Sukanti Lathif,5,jujur n jelas,2025-12-05,0,positif
Zulkarnain Mr,5,bagus responnya,2025-12-05,0,positif
amina zea,1,"supir mobil nya gak ada yg ramah .. 1 kali sy maklum 2 kali sya maklum dapet ke 3 kali nya , apus APLIKASI saya bayar , dijudesin , bawa mobil emosi sebagai supir bisa bicara baik"" jangan se enak se mau nya doang .. sya pumpang yg bayar dan tau diri buat ngasih lebih bukan yg numpang tp gratis !!!",2025-12-05,0,negatif
Didik 15,3,"pengguna Lama Kecewa, top up pakai pending segala ,lama lagi, penanganan Kurang Serius. kurang Sigap dan cepat. BINTANG TIGA karna TARIK TUNAI Terbatas tidak Tersedia Fitur Atur Jumlah Sendiri.",2025-12-05,0,netral
Muhammad Rangga Putra Hutagalung,2,"udah ada riwayat transaksi masuk top up, eh saldo gak bertambah jadi telat tolong sering kali gitu",2025-12-05,0,negatif
Ponco Triono,3,isi gopay selalu lama masuknya 🥲 buat buru2 ribet bgt,2025-12-05,0,netral
Jay,5,semoga mantap selalu,2025-12-05,0,positif
Raja Matajang,1,"udah laper banget, pas pesen makanan udah di tunggu 40 menit eh tiba tiba di cancel karena driver sibuk, buang² waktu, LOL",2025-12-05,0,negatif
Khusnul Khotimah,1,"padahal jaringan bagus tapi ""internet mati"" terus gimanasih",2025-12-05,0,negatif
adekyuanmeisyarayar,5,terimakasih,2025-12-05,0,positif
Ridwan Kiswantoro,5,baik suka punya gojek. bisa membantu banget,2025-12-05,0,positif
Albie Albie,5,pelayanan yang baik,2025-12-05,0,positif
Amir Mahmud,5,cepat pelayanan nya,2025-12-05,0,positif
Rudi Choi,1,"kok nggak bisa bayar pake QRIS...?? padahal grab bisa, kok gojek gabisa...??",2025-12-05,0,negatif
Mitta Choirur Rohmah,1,"gimana ini uang ku belum kembali, pesan makanan lama banget ga dapet driver trs akhirnya ku batalin tp saldo dari debit dah kepotong, sampe saat ini belum kembali uangnya☹️, mempersulit sekali mana pas dihubungi pake fitur bantuan pihak gojek terkesan lepas tangan",2025-12-05,0,negatif
Nia Anzaniaty,2,"sbnrnya apk nya bagus bgt + udh ad gopay. tapi trnyta setiap saya di tf in uang sm ayah selalu hilang, ternyata aplikasi nya otomatis berlangganan gojek plus, padahal saya tidak membeli nya. dan setiap saya cek transaksi nya, selalu jam 2 malam, padahal di jam itu saya sdh tidur, jadi tidak memungkinkan kalau itu saya yg sengaja berlangganan. mohon perbaikannya ini ya, uang saya berkali-kali hilang secara tiba tiba, padahal mau saya pake buat jajan. mohon perbaikannya ya, udh bnyk yg sprti ini.",2025-12-05,0,negatif
Shine Diary,1,iklan lo lama banget,2025-12-05,0,negatif
Frian Irawan,1,"harga sesuai 13ribu , susah banget untuk hari Jumat ampun banget , gojek ! mitranya",2025-12-05,0,negatif
Workshop Protechsi,4,"lumayan membantu aktivitas sy sehari-hari, terutama fitur gosendnya,sy bisa belanja dan mengambil barang meskipun tidak dikota tujuan.",2025-12-05,0,positif
Ridya Musthofa Kamal,1,Waktu menunggu Gofood terlalu lama.,2025-12-05,0,negatif
Abdur Rohim,1,LAMA BANGETTT UDAH SATU JAM NUNGGU MASIH GAK ADA DRIVER PADAHAL PAKE PRIORITAS,2025-12-05,0,negatif
Darul WI,2,"untuk apk nya sudah bagus,mungkin lebih ke drivernya ya",2025-12-05,0,negatif
Siti Hanifah,1,"sekedar saran/kritik aja ya buat driver yg bner2 niat utk mengembalikan barang bawaan yg ketinggalan dr penumpang nya dr penumpang, knp TDK dr dlu wkt ada slah satu penumpang ketinggalan/jatuh hp di dlm mobil utk mengembalikan barangnya.... knp Bru skrg maka bnyk interogasi lagi dah kyk ini itu aja.... astaghfirullah 🙏",2025-12-05,5,negatif
Mine_noname 777,1,"muak, tiap pesan makanan selalunya di suruh menunggu berjam-jam, padhal siang hr, kayak susah skali dpt driver yg mau ambil orderan, kita yg lg skit hrs nunggu stengah jam agar bs cancel, padhl bs ada opsi untuk kita order makanan yg lain yg bs drivernya bantu antar",2025-12-05,0,negatif
Panji Septiawan,1,mesen GO-SEND expres ga dapet dapet,2025-12-05,0,negatif
kusuma putra,1,"kita pesan makanan, driver mencari trus gk bisa di batalin sampe 40 mnt kacau bgt kacau, hrusnya di kasih waktu 15 mnt cukup gk dpt bisa di cancel",2025-12-05,0,negatif
Thakif Dayyan,4,cepat murah,2025-12-05,0,positif
Diantini Pratiwi,4,kurang banyak promonya,2025-12-05,0,positif
Maulana,1,"Pesan yang Express aja lama banget, kalo Grabfood cuma 15 menitan itu!",2025-12-05,0,negatif
Huang Renjun,4,"kalau hujan susah dapet driver okelah, tapi ini langit masih berawan juga susahh dapet driver? udah pake prioritas tetep aja ga dapet dapet, padahal di peta driver yang deket banyak, malessss dehhhh",2025-12-05,0,positif
So Collection,1,aku gak nyaman pakai gojekk lebih nyaman pake grab,2025-12-05,0,negatif
Balqis Husna Dzakiyah,5,bagus berguna juga,2025-12-05,0,positif
Yosua Oktovianus,1,Pesan makanan sekarang lamaaaa,2025-12-05,0,negatif
Joe Joel,1,"Zaman sda pakai AI, tingkat akurasi lokasi aplikasi ini kalau jauh sama GRAB atau MAXIM.",2025-12-05,0,negatif
Cecep Saepudin,5,hatur nuhun pak,2025-12-05,0,positif
